http://www.cnn.com/2017/02/16/opinions/trumps-extraordinary-press-conference-zelizer/index.html,1
http://www.cnn.com/2017/02/16/opinions/multinational-deterrence-initiative-benitez-opinion/index.html,1
http://www.cnn.com/2017/02/15/opinions/trump-complains-about-leaks-begala/index.html,1
http://www.cnn.com/2017/02/16/opinions/trump-be-careful-on-intelligence-agencies-judd/index.html,1
http://www.cnn.com/2017/02/15/opinions/can-congress-investigate-flynn-cevallos/index.html,1
http://www.cnn.com/2017/02/15/opinions/republicans-must-take-town-hall-protests-seriously-heye/index.html,1
http://www.cnn.com/2017/02/14/opinions/flynn-trump-rules-of-normal-politics-mcternan-opinion/index.html,1
http://www.cnn.com/2017/02/14/opinions/flynns-exit-ghitis-opinion/index.html,1
http://www.cnn.com/2017/02/14/opinions/flynn-resignation-trump-troubles-zelizer/index.html,1
http://www.cnn.com/2017/02/14/opinions/will-trumps-hand-be-forced-russia-robertson/index.html,1
http://www.cnn.com/2017/02/13/opinions/trump-true-views-on-lgbtq-rights-holbrook-opinion/index.html,1
http://www.cnn.com/2017/02/12/opinions/china-us-trump-xi/index.html,1
http://www.cnn.com/2017/02/13/opinions/welcome-to-the-age-of-authoritarianism-opinion-merrick/index.html,1
http://www.cnn.com/2017/02/12/opinions/why-ice-raids-are-worrisome-jackson-opinion/index.html,1
http://www.cnn.com/2017/02/12/opinions/can-snl-bring-down-trump-administration-obeidallah-opinion/index.html,1
http://www.cnn.com/2017/02/11/opinions/chaffetz-investigate-job-koppelman-lubet-opinion/index.html,1
http://www.cnn.com/2017/02/11/opinions/trump-white-house-power-limits-zelizer-opinion/index.html,1
http://www.cnn.com/2017/02/10/opinions/trump-flynn-russia-relations-ghitis/index.html,1
http://www.cnn.com/2017/02/10/opinions/kellyanne-conway-ivanka-trump-gop-cupp/index.html,1
http://www.cnn.com/2017/02/10/opinions/trump-ban-raid-hurt-counterterrorism-in-yemen-kayyem/index.html,1
http://www.cnn.com/2017/02/10/opinions/trump-phenomenal-tax-reform-smick/index.html,1
http://www.cnn.com/2017/02/10/opinions/trump-should-take-a-lesson-from-nixon-naftali/index.html,1
http://www.cnn.com/2017/02/10/opinions/what-can-queen-teach-trump-robertson-opinion/index.html,1
http://www.cnn.com/2017/02/07/opinions/fight-for-democracy-opinion-ghitis/index.html,1
http://www.cnn.com/2017/02/07/opinions/trump-claim-on-under-covering-terrorism-is-baloney-bergen/index.html,1
http://www.cnn.com/2017/02/07/opinions/ninth-circuit-should-rescind-mcenany-opinion/index.html,1
http://www.cnn.com/2017/02/07/opinions/pence-is-trumps-permanent-partner-spivak-opinion/index.html,1
